"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53","r54","r55","r56","r57"
"X188",3.07063146681965e-18,2.71338212737143e-14,6.96040171401158e-06,2.19364936902198e-26,4.44175815534205e-19,1.53764137254994e-30,0.00177286807376621,3.53083510060849e-09,1.88959631882888e-27,7.36056172732754e-20,3.89813565749334e-10,0.00238734883915742,0.201080834322858,8.46479625468489e-18,2.86722018271201e-06,1.62221015755125e-15,7.70850245562905e-21,7.34926469881134e-25,4.68350672040182e-10,2.16075976842502e-08,0.0184662514131739,3.4466251906744e-06,9.64805481450244e-16,1.33892280304816e-10,2.68800582749546e-16,1.3954469873904e-18,3.60996989471486e-27,0.0171691282360648,3.06755775839757e-14,2.49461101858046e-40,1.9799222840867e-26,6.0763553775341e-05,1.65237316052888e-21,1.91957732054892e-17,1.14342550846357e-27,7.22845136536077e-08,7.34640769148838e-24,0.354575986496666,1.18838589888007e-21,4.01693159324117e-31,8.24614873376952e-13,5.64318405375668e-19,2.17764322065746e-12,6.96743299005434e-06,1.79308940143123e-15,0.0105584623299936,2.91451760416209e-16,3.04218178039733e-12,7.22521107291589e-16,0.1093742353475,9.68269649373954e-11,5.33050537457898e-10,7.13068595442843e-33,1.02989789377458e-13,0.259960526005267,1.18000893155371e-13,5.1564821656497e-28
"X172",7.59028698947566e-12,0.000376609565109923,2.39643924523054e-09,7.64229796587749e-14,2.84160984543564e-11,7.84061305735321e-13,1.87222216854884e-05,0.000449567752532772,3.43083065903996e-13,0.0390218934920646,0.000234059464020106,0.00536727100236198,0.0158722493741508,0.00190735714493516,0.0103595679307681,9.15012819603681e-18,7.45206539702589e-12,2.37236005739696e-14,2.06920273052694e-16,1.00739878753334e-10,0.00793305430447369,0.00196725713452267,1.85732181271916e-15,1.15435500633071e-11,3.00291823081067e-15,9.30669959154397e-08,5.74899836082688e-12,3.16714743935223e-15,1.91922766771546e-05,0.000257696610535678,0.0211982964917328,1.93620930177626e-06,4.4589174984035e-09,1.78326466452178e-07,2.15976877009414e-06,0.000220043352429824,3.90671573110895e-05,0.182941044245228,1.60562250394417e-14,0.00593530566256063,2.82136766747706e-09,0.0611511286315655,1.00093907383319e-15,0.000423911374018308,4.73911141594549e-12,7.66164513712523e-24,2.4931799711399e-13,2.75405738398338e-11,0.0126711408663586,0.0558607267229825,0.0274203066275011,3.01629649810062e-21,7.43749993961756e-14,0.00202442101521434,0.490974618608327,0.00270899259522554,2.34084153871768e-09
"X140.2",2.49633311606883e-12,1.87250824909328e-18,3.67911105920432e-06,2.04342750924181e-20,0.0238824117374578,7.61317870371941e-14,0.0186149711832616,9.57936311354577e-26,1.37758217560327e-07,0.100971104029325,4.8635656896614e-07,3.31558266525263e-08,0.00200893813113233,4.73978176644461e-15,0.00545204285699361,9.13032872536283e-12,9.79724829356275e-09,2.22960089084226e-12,0.0119911188958809,1.33311283464932e-13,5.65096782967543e-12,2.16033322675077e-17,3.55981537120836e-12,4.40208246692542e-11,2.49603947852971e-16,7.12253250497954e-17,1.1565834628399e-14,0.0123704520691189,1.05189335762177e-15,0.0112762622060028,0.0142448754905654,4.14951199992858e-18,0.00157127962960035,8.66726039513614e-16,1.11301944326549e-18,2.65105075655256e-17,1.24463343669946e-06,2.32570573926967e-29,3.40352169906237e-11,3.66729966686367e-15,0.00452704790150976,0.294228330527092,7.38382362382851e-08,1.00555828151772e-06,9.87278296811624e-21,6.84439264470096e-26,0.00278857875358261,0.000820466192707902,0.0120580745115683,1.26947460751914e-30,0.0217046589876944,2.58593328554873e-09,0.00208527328846304,4.82344269692345e-22,0.383390673052672,1.23663347271481e-22,4.03097340079147e-26
"X141",4.98706968338791e-20,4.53421372606371e-39,0.0140318431476801,8.7550994852349e-20,0.173867756182651,1.93911948976455e-19,0.0168773538263796,0.0548241869989259,3.07127829002156e-31,0.0628716072294393,6.35571589753083e-26,5.55962925753799e-11,0.021231146461856,4.73795888332241e-08,1.80618517093412e-14,0.0010534119709535,0.000951472060409665,6.83515162003969e-10,0.0838025078833616,4.29429392598238e-06,0.00750617944571926,3.74180286694959e-19,8.75699179708743e-21,1.53755572237074e-12,1.18182631240199e-31,9.19115669796675e-11,2.8264667668601e-09,4.65642507085572e-13,1.01464650937599e-26,9.65708034793425e-08,1.08911715168208e-39,0.00321577387310297,2.63484732346111e-12,1.58245945952256e-22,8.37464889709696e-21,1.98499160703105e-17,1.63679217191564e-26,5.97505244512269e-28,9.47393204236074e-17,1.98844384278106e-28,0.00524831290484818,0.392749362014282,4.31633348605219e-23,0.00636996843369381,3.18285321478414e-10,8.28388290052305e-22,4.59880269002689e-31,0.000568563524645042,8.83446377373536e-08,4.46550241562646e-13,1.20653629615788e-43,7.11333836594733e-12,8.74207293757927e-26,2.17529146815008e-26,0.113235935806194,6.63450994289225e-05,1.99940841543505e-39
"X189",0.000289776913390624,1.06971764037569e-20,0.0140399340789106,1.08627426996946e-23,0.26670932827066,1.01669629969208e-25,0.00401554437999016,0.315037355722981,2.56084529984403e-24,0.000216929490817905,2.40627775112215e-16,0.000138568797132519,0.0145860903387218,1.42230656754863e-05,0.00116380415583699,0.0394341310726796,0.0146556759172529,2.36024186223135e-10,0.0777721914394707,2.35842312122069e-06,1.73108194464438e-24,3.86637415208503e-07,1.37457485004533e-15,1.3588954517766e-06,8.91363532834758e-27,0.00302878091815263,7.19012057088034e-14,3.82669573641146e-25,2.66821872305894e-09,1.3528336218845e-31,4.45839671926463e-07,0.000196199052536209,1.5457079281173e-12,3.34102872667406e-19,5.45325432375544e-10,1.22422308834503e-06,7.29333134320387e-07,1.2041234392385e-28,1.37484696026545e-05,0.00794734697932265,0.0051109573284492,0.220498086469825,3.09473325527877e-30,2.88136271737322e-05,7.44422510429721e-27,0.0083459975789798,7.17591486565807e-21,5.13247380096314e-18,1.31952417137948e-06,1.96777356705872e-10,1.31103842219336e-33,2.08824373371678e-35,4.20335726785738e-18,1.86088949363827e-21,9.4006423106549e-06,0.00379499613771704,1.24782367888819e-08
"X164",8.08336558765796e-09,2.67897549454779e-15,0.000375799163557842,1.04113468241908e-15,0.10754347270365,0.00467333818563563,0.000186237089392134,0.449446740506042,2.19809102425241e-06,9.70466538476352e-13,0.00273177804439137,0.00885041565597316,9.021601313308e-09,5.35394762200897e-09,4.59793706421052e-05,0.0325435791078848,0.0611812192532442,2.65880349353343e-15,0.00331814259379762,1.36921909212303e-08,0.0376282182214188,1.41886759953845e-18,5.87867921105476e-13,1.08168717183958e-06,1.86488755941166e-06,4.8834354376782e-19,4.47786170497423e-11,0.000129061836756089,0.00444268543405771,0.00869227885085739,3.93887874797218e-10,3.16445145955393e-08,2.37852994161372e-11,6.31790493148129e-10,2.79333456856741e-13,8.25316146330211e-14,7.38623789406002e-22,3.6679909105949e-21,0.00293785676453925,0.0171290373200911,2.98465538923159e-09,0.0337857648456704,0.00192214385445758,0.00526483612300908,1.97294690790513e-12,0.031738651703563,0.157665983626145,0.00679216954320806,2.80684083036973e-11,1.19316904327816e-20,3.32943063874334e-21,8.45773192291889e-12,0.0048369742524184,2.03743203358651e-15,0.0121027732172668,6.82262818228788e-11,7.47751035028273e-21
"X149.1",1.70212127452117e-20,2.39410523581202e-21,3.03039471163764e-17,2.58306484589283e-20,7.77074118085183e-36,6.12821963296692e-06,2.73185886831333e-13,0.246758925484839,6.8499272694118e-14,2.93213263562768e-15,7.44635972931133e-26,4.22177790902958e-28,2.3615113791328e-22,1.51697718576051e-05,6.38516159326728e-18,9.59029362438906e-05,0.13779476208156,2.54688061170116e-19,1.09081283047518e-25,1.57892396566719e-18,0.265371062937111,2.19804006951051e-21,1.9592565265589e-05,1.11259873252143e-05,5.56970195457539e-11,1.75387926490797e-27,1.03204522788621e-14,5.56769863023841e-15,0.000365844787029166,0.0255349474969352,1.15356496276583e-32,1.75011222216185e-19,1.8212108973022e-29,8.2039388991879e-26,1.41632986476102e-10,3.16524945298727e-19,1.16021534393057e-35,7.07533355169875e-14,9.07243394378746e-08,0.0449922495674379,1.94274716282309e-23,4.87416358046904e-21,4.5953028108941e-10,4.66413083778059e-14,3.02108736641369e-08,1.60013463557755e-34,0.279515435870938,1.3103309459798e-12,8.39174114104144e-12,1.09992604842981e-16,1.38174190738156e-32,0.0127334144955734,4.71561966828661e-24,5.23612592683736e-16,0.00647752391516543,1.0866912234591e-07,4.54379215631929e-33
"X165",3.99822584810537e-05,7.03860641202735e-30,1.85888250207323e-13,2.20737897817477e-11,0.00781563198141741,2.34966689560821e-15,2.64068867028127e-21,0.0309656706992671,5.51070655494855e-16,7.17895915076597e-21,6.06489763433351e-08,1.75878410198004e-42,1.51853965407216e-16,0.00182539568850714,1.49905178601068e-15,2.31991826736802e-15,0.186316322391557,1.32542725678111e-14,3.61489308104202e-22,7.20883074698446e-23,0.352858658246462,1.53682364180277e-21,4.23172555737262e-05,2.11940809071427e-17,2.1769684613374e-31,1.3679558201256e-17,5.79069029821698e-20,2.83134524041296e-23,3.40252182766536e-26,3.7002447719892e-07,4.05023517225186e-13,9.19305185026203e-17,1.36623412212644e-28,1.02669830926013e-22,6.67497677524612e-31,0.0945447529380909,9.03800483248203e-18,9.0939620051629e-15,1.73479636901564e-15,0.168184927784017,1.17293983425834e-09,1.57207375135475e-09,5.38797977382823e-15,1.06420373259101e-11,1.58415834586665e-29,0.0167369797743772,0.175801662078006,4.77395209830068e-32,7.28550289017965e-34,1.20286704994745e-15,1.11597922450293e-37,2.91484538280969e-56,3.25497165162295e-19,5.42062503001158e-08,1.51223591182855e-05,6.10756604549332e-17,1.33344819319227e-32
"X134",1.50749282284794e-12,1.95527588920234e-27,8.05210232306989e-10,1.93835486429384e-17,1.00752124015604e-05,0.00820045498738284,1.82044594426095e-19,9.55632946613521e-21,7.24547998892382e-22,3.10932896341869e-12,0.00575442810434729,0.00181064521574163,0.000173974178189537,6.27420141699402e-10,1.94819290543966e-10,1.98463304197808e-08,0.17715320349469,3.15906791439738e-28,3.41243270781053e-16,2.87677166180134e-21,0.14127480227572,7.59807545592859e-16,2.33622410639316e-19,1.55042685701584e-33,3.66027215829281e-35,3.04546354537287e-08,5.49334276285265e-22,1.79066769190547e-15,5.97552267114798e-14,1.28646068618014e-12,1.97196927522388e-54,5.40741291964853e-10,1.41273985395681e-07,3.61513666151609e-14,1.63822854428205e-24,0.243813246378434,4.05154002542215e-05,3.6838886771182e-21,9.98277269117281e-14,0.291868523088541,0.00033464955474154,1.68152265807962e-10,4.30216560342595e-08,2.6248941797219e-14,2.83266430049532e-27,0.114445536012224,0.0328683481500761,5.461681947727e-25,2.98677507944605e-21,7.02072413997382e-22,3.23016206970998e-34,7.4285954981373e-11,0.00211034870813352,7.2849017258007e-07,6.11029628131836e-15,1.74348026950413e-13,6.36817450613507e-21
"X114",2.78188037556678e-07,6.79406011921326e-24,0.0015469696340636,3.38775891524568e-13,9.79690232927396e-21,0.0038344258239942,2.6350945579719e-15,4.81826534600344e-14,1.09144809103998e-09,1.98305032059615e-06,1.59044622353398e-15,0.0364528882204472,0.0163400980854191,5.40057362201905e-05,6.17741885865069e-07,5.56774969638711e-07,0.1296742005239,3.32680668686845e-36,0.0201086207794258,3.52447855279081e-10,2.21050567572006e-18,5.75429072924661e-06,4.64011073644949e-21,9.43623613536015e-33,1.45953977625122e-33,3.60287050837404e-11,1.02917697299822e-12,1.90295930423427e-09,2.84614751307889e-23,2.69963694490708e-15,6.63918061976624e-15,0.00170487088405709,6.0597116639285e-08,1.8486385359974e-14,1.85362063211378e-11,0.221004614497658,4.59974850597676e-34,3.46677286250901e-25,2.71780396779079e-05,0.32261495055113,0.0116510160920231,2.32057888487276e-06,1.57481313015015e-17,2.27342147471346e-12,1.01229529718417e-21,0.0366088500157617,0.00197286063141936,0.00251594544591425,1.74041999961693e-12,2.37644141287463e-10,1.05188169389814e-15,0.215475355672616,2.6594531989457e-06,1.53781660404103e-10,3.40952561692722e-08,2.20109912842589e-24,7.5632041389407e-14
"X155",0.0457488929686015,1.21435122420488e-11,0.00802647022812957,0.0964361093553047,1.53452562118154e-13,1.61115366938709e-05,0.00221632103263744,4.66283576610834e-12,5.19429100520411e-18,3.71287494589827e-24,5.32190008885993e-25,1.34166983927487e-12,0.00451469658246228,0.122900548258925,3.5580391031164e-18,1.41597576884304e-11,0.0076618453706355,0.0022462796701135,0.0193647754312667,1.5571390054981e-18,8.60720765145986e-08,1.36150363105148e-23,0.0121661862741407,3.8751715581023e-07,2.28821348927932e-05,1.71842233698593e-25,7.60415987641625e-15,1.04740450211192e-17,2.91402376204512e-16,2.66699964899128e-21,6.20678558154699e-12,1.44951841718239e-18,9.36421934157849e-15,9.91957450078962e-21,3.14100379378311e-14,0.00148988953961757,1.9310956356601e-15,8.23044228756503e-14,6.70539902551879e-23,0.00033187821665533,1.41067866313606e-07,4.40038196684305e-22,1.07372755840739e-14,0.0161099533671036,2.19784631570083e-18,3.5212650773114e-10,1.10346261953393e-08,6.76767116658196e-20,0.00259416838019872,2.3696745854437e-18,1.34081591263501e-16,0.123221444053151,0.419390478803094,4.96876343442783e-09,3.71297184343223e-15,0.0154772571998435,0.00693086193000622
"X75",3.25385168219102e-09,1.34542573959249e-20,0.00286407759396229,0.14020746127452,4.90742200548744e-12,5.78685616098084e-09,1.46183277498562e-15,5.72108874183637e-13,2.50353138945254e-19,3.8385387801996e-19,1.40641251896981e-05,6.59609876649444e-15,0.0111606778582699,0.269191030855662,9.28640231250775e-15,2.60273754646005e-22,1.15400947676296e-13,6.39318866642764e-14,5.7803725510259e-23,3.53566146220732e-09,4.74335347958556e-07,2.07242115655683e-22,1.36951464575794e-06,4.37512935977971e-16,1.11602613102962e-10,5.8300819172202e-26,1.22552310335045e-17,0.208505481971887,1.22497110379682e-12,1.14598680595871e-33,6.30270897787552e-35,4.83638999528438e-11,2.57917637463083e-26,3.90096195486673e-25,1.09120658147807e-11,0.00376520655798795,6.00433714482403e-20,2.84949586663173e-15,1.13351705713256e-27,1.82041528747716e-14,2.62088322105784e-13,2.96134769433427e-16,7.38629727641433e-08,0.0374708701078074,3.12716883583059e-26,0.0255234533723092,1.19372766062979e-17,2.40097999073292e-17,3.89374870603601e-05,4.70966561349701e-10,3.28656108308433e-18,3.22358950577527e-28,0.267866541605346,2.23047292876266e-18,8.69364744716541e-21,2.88010961513248e-12,2.14870694779131e-15
"X106",3.21156915075503e-23,5.92027045170155e-29,0.000483514417629041,0.184279904704866,4.23824691572359e-13,0.000344983466877356,0.00260223256572928,2.0692502871213e-15,0.0172116938276782,2.27395378499106e-15,3.72709610683314e-12,1.50225428815428e-19,0.051642216981281,0.416977325831266,1.36004869833926e-17,7.38739876302472e-38,1.92171146367218e-10,0.00121779906046508,7.4052647272815e-27,3.14246296000582e-11,0.00651277321373289,3.18448580878498e-06,1.47178448130782e-14,7.01246901799321e-19,4.08951735418412e-09,1.03654934619846e-12,2.13404540195914e-14,0.182705717314406,9.47462857337578e-08,0.00766337992968823,2.83318185267412e-15,0.00717587240564012,1.37533118366316e-16,1.09967033553328e-15,5.60981187375029e-23,1.10272717835158e-14,2.30829791406734e-11,0.000579776376621532,2.15018061303318e-12,4.13708504699009e-31,4.28921150961861e-06,6.83813751100575e-10,2.55825036054493e-06,0.0164534403850515,2.51682744506529e-06,0.00571369811127432,5.83256168285823e-21,2.94792576601996e-22,0.0150217717317092,6.09574981825221e-08,9.61408641165654e-16,1.31466476278507e-16,0.0377640670132297,7.08185723374102e-24,1.3106332222381e-09,8.05437936025999e-12,3.40918909167173e-26
"X138",3.82144403653815e-24,0.000147624166440205,2.97772105273745e-22,0.142309226627584,2.99817261221835e-12,1.64629249861493e-16,0.00122572187614454,1.13105188534459e-22,0.101288059493316,3.82927356487576e-35,2.02709772030024e-16,9.76825362480002e-09,0.19606017009545,0.330852902841332,1.33459927132317e-15,8.01153937800358e-06,5.32679387889608e-09,0.00641619891297651,8.19959119900948e-18,4.37838757827982e-30,1.89436756202439e-12,0.00418753273136607,5.48580843929992e-07,4.66715814446247e-18,8.40835836491336e-19,1.66137812597309e-05,0.000131947180431643,4.57537884616252e-48,1.54694976477822e-06,0.107266710635133,1.05026284142625e-12,0.00392417294134864,6.52362804128705e-16,3.56099640257157e-17,0.000206567874114252,1.1403898504586e-23,0.000810547697179315,6.14424041760768e-29,1.87046475391475e-18,9.01706921383303e-30,0.0015547682132959,3.67745153503572e-23,7.12102856786425e-07,8.01616902610376e-16,0.00682552780605797,5.34790248147517e-09,5.12564191055712e-22,3.80063323793613e-16,0.00016974689311279,2.81936727271918e-46,3.15962390834349e-14,3.04129366915901e-16,2.31487633880541e-33,1.729055587865e-08,2.05519445772099e-10,1.34024962826165e-13,2.83709490912364e-24
"X182",0.000107785622967844,0.0113779453081768,1.74883803270261e-15,0.046089395746534,0.00287005597365372,5.56287375978596e-12,3.78128376347853e-20,4.04708025598239e-13,0.197021080918274,3.30696804068053e-14,5.02614850053486e-09,7.57980622274109e-08,0.406318639295252,0.121909832438247,0.00111540503292853,0.0088826322672011,2.92099355933403e-15,0.0013872161199231,2.11272765930535e-18,6.28767099228722e-24,8.29217411657929e-14,0.000111700879264797,0.00398370116970088,0.00354532101342231,3.77861424495045e-12,4.24777747902706e-06,1.16523319108096e-06,3.13383067882982e-16,0.00034903608947367,0.111183280015628,0.000148294848863806,4.94851350029788e-09,2.38274318257253e-05,5.4936462947962e-07,0.00778967514569668,0.000466735891902576,0.000752426177720283,0.000138352886668056,3.31755427925723e-24,0.004062446575667,5.39905477633611e-16,9.23228009800191e-08,1.48939218626967e-09,1.48476888575745e-14,0.000314736457718197,2.61589760882447e-26,2.27653340678652e-11,5.45649254971739e-20,9.14506961353204e-11,1.18886657397557e-05,8.2049522520488e-10,1.10346642933224e-19,2.04815566728651e-08,7.44112408600713e-08,1.75846987228011e-22,1.23705525470613e-12,4.30292437585902e-05
"X207",5.95740536839375e-16,1.04012833871045e-28,0.00287171698666283,2.8916543377929e-20,5.44362518295436e-17,1.84795733507256e-13,3.05960578903265e-05,1.51750667222424e-11,0.11277993815479,1.86931434561069e-12,1.01102297255124e-14,1.19363951178978e-07,0.4587680080432,1.72290062943774e-23,0.000192007116719937,5.55251630335339e-24,5.75909923485256e-22,8.42123092679962e-16,0.00503127399687998,6.87594783998728e-11,6.17161017566133e-06,6.39537974198537e-38,7.07747478631424e-05,1.99860351248345e-08,1.06182594756535e-12,8.76732750749244e-20,9.52405363130312e-15,0.0726150671038643,3.79032912719838e-11,6.01929093495884e-23,6.94429370133302e-10,4.7947701529345e-13,7.78945297056484e-15,4.33892650686105e-05,3.6752989714269e-07,4.5307653886599e-21,2.66794822482645e-12,0.0835290347645818,1.91459644775812e-24,1.35397901393303e-27,9.89888542717123e-24,0.00557067041661093,6.57684863970439e-16,1.33558800522327e-10,1.90796912755569e-19,2.33286217964034e-34,6.13062256275524e-09,2.23818269568108e-27,8.35244425500195e-05,0.200438350303352,2.17949650302183e-27,7.22143282763343e-08,1.96676979402081e-13,2.11224910288281e-18,0.0327574582145282,4.89584340972704e-13,2.08857117762007e-17
