"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53"
"X94",0.0843731843175045,0.0879838643396413,2.97732308389919e-24,2.70361412352753e-45,0.0167127142377133,6.92726567573155e-18,4.31968349123718e-38,2.02679279967937e-09,3.98784516707976e-17,0.0124380957307149,1.60501045294802e-06,6.266864680486e-16,8.44833407955613e-11,4.50300370762434e-36,6.05126529784312e-12,4.44018386187619e-21,0.00012849173155214,6.31974308991365e-08,0.00100835332856856,1.73949024521098e-06,0.0018306108152612,4.09607376870797e-16,2.11868916181456e-09,3.57662942112662e-10,1.86987778360561e-25,0.00359953685142734,1.0773276353965e-32,3.8290134334462e-09,0.24726627083606,2.00729905949543e-09,0.196410171200631,0.00108567882694203,0.0129771878937117,2.03295866398923e-10,1.5981871916339e-24,7.56086176249411e-10,1.71011549901436e-55,8.63202299821043e-08,1.43383655094998e-15,5.48277901142866e-27,1.9408424734643e-19,0.000784444004585007,1.57092286349329e-12,7.59931471264333e-08,2.74771942550602e-47,0.0188085286175206,0.0375387629173111,0.169215187815954,0.000666472355173492,5.41183270144818e-27,0.000928262197414165,2.04257716750861e-43,2.99929175221052e-10
"X145",0.0535565261718613,1.46263888130167e-24,3.2416103456577e-13,0.0764288217902032,0.012680748583702,2.13272114198689e-10,0.00875893513303621,5.13331283208808e-16,0.00128540658735545,1.07521589248384e-11,0.0006410087285847,4.92054012107577e-10,1.92588152991314e-09,2.95106724817109e-39,1.19507072157645e-14,7.64314870873726e-05,3.72812344563807e-12,0.00173712804083707,0.000423874239700783,0.00928832895449424,7.16589135114626e-24,2.33485759331042e-10,8.12350269170779e-09,1.6648242554302e-14,0.00808016942995132,0.00363090407394448,0.0138053414122094,8.19055107986766e-09,0.108450652914848,0.00473505482716242,0.201588988606221,2.55721735214069e-10,0.000112537371239918,0.00615167440632024,3.82724518908675e-29,3.25917827255646e-41,0.0187244945679064,3.63143242668245e-10,0.00400593075727657,3.2836487920174e-24,8.39596689531989e-25,4.36222092812826e-13,0.000196625997707514,5.25753648338696e-13,6.44238878651953e-25,0.00492118410696289,1.47662718239659e-15,0.319970562289275,0.000324866285877183,0.0144600850021765,6.87519708865099e-14,6.01584201593476e-47,8.97354099147635e-19
"X160",1.22434743414229e-17,0.000285182495313075,2.05027303577922e-05,0.175009387095081,1.17675038920155e-19,4.25796130468686e-15,0.00299176951925888,4.95924167227892e-32,0.0021196609709479,2.46906807435722e-18,6.23183183879642e-15,3.48774557613841e-26,4.35166397297555e-17,3.67711865119054e-22,3.10209837158991e-11,0.00653860060080561,7.35871122579485e-26,0.00116749066395311,1.72106688926206e-32,0.0117357743252985,9.8626498833852e-27,6.59350082040606e-18,1.14563917355323e-15,5.6304523850778e-21,8.19324322837969e-19,2.56852409585032e-22,9.73133401706778e-07,2.35677258341121e-22,0.0274567905318546,0.0142187161205936,0.0838398204669793,1.88215853117448e-24,0.000107605032142636,0.00474990181993685,2.44363743788054e-18,8.45665971915744e-25,0.172815324550253,5.15478571968919e-12,0.00476316430937123,3.89416850810523e-40,3.00541553189192e-27,1.15202634099691e-16,1.34937479723576e-12,2.64250487302877e-12,0.0232610078158355,0.00212302528618998,7.69847436229742e-29,0.340761648449572,4.06945728861605e-30,7.61599991000644e-49,1.41494360630491e-18,7.10266239796282e-19,0.0229028228003469
"X136.1",2.65510178133602e-27,0.0532441864689605,0.00691233152107793,0.00271942179845666,3.34120092893233e-13,6.83669957109088e-09,2.4581073941955e-05,1.16025176261203e-28,0.000289211153449727,0.00294866788829033,2.53008695928634e-15,0.00053470663483947,1.91595241682844e-13,7.83197929656715e-11,5.28232595631386e-05,0.00131258619697701,1.51743236161261e-13,0.0105376107874957,5.79633910648128e-09,2.91652812157759e-11,1.00764427834023e-26,1.49682159560618e-08,3.16749542279174e-16,5.45671435982626e-07,0.00788784481879485,5.36609432205669e-06,4.28096706236251e-09,6.8648104152901e-16,0.00716431765011792,0.0118050109802109,0.00466896901917589,2.37482338799575e-08,0.00765165158123084,0.00359406917775762,9.20908058665901e-15,0.060003814906793,0.25487668502829,0.00157436239544348,9.36529852338334e-05,2.33510652651111e-33,6.8414960029377e-20,1.79403327237915e-23,2.34168035250107e-10,0.00031115543954521,5.64530569348172e-16,8.15626412123575e-11,3.94632060517548e-05,0.232513782273936,1.96331468024885e-08,0.0399935751352902,4.85533203758141e-12,6.09868633777586e-11,0.169367573459677
"X222",0.0028101348395371,3.47415522919381e-05,1.04529660116875e-07,0.01054257851751,0.00758281915578495,1.71400029607346e-18,1.05421178673347e-07,0.247521333406592,0.0358464461155729,4.48582946802898e-15,2.59439337803329e-05,5.74607907159347e-06,1.22011874971792e-11,0.00546408682863778,3.1931505035283e-20,0.000396525757751111,7.22275420944865e-23,0.241033123148963,2.80873877348394e-15,0.00351834206766928,0.0237098409827409,3.20264012888504e-06,0.00667204954809681,1.46666773487098e-36,0.00850013333537704,3.49980674255737e-11,7.40355390465915e-06,0.0138380092098751,0.00942862401334855,8.32179536591507e-07,1.64907166774909e-07,1.79923398594679e-13,0.0214860942778708,0.00152051462295883,2.01773378460743e-09,3.04205998414866e-22,1.4691669247062e-16,5.85513945492762e-05,3.90234193039641e-07,0.0167654379909327,3.69966391765037e-06,4.17411451204556e-10,6.18166896063466e-16,9.3981311830823e-06,3.3674283566908e-36,0.00370147554699224,0.015282260189517,0.0113151080981628,1.34121855168929e-15,8.67218198918426e-24,1.58126956305204e-12,1.14920852736378e-16,0.216823291122829
"X157.2",9.00479004592255e-12,0.0129934439101902,8.48787848962348e-06,0.173634000520017,2.96419199637701e-09,0.0014562920847809,3.56166257902733e-05,0.289670618478744,0.00175433069429082,2.65101559634034e-19,2.24068098551794e-12,5.79973833213072e-10,3.93376137598983e-19,0.00117161894288615,6.24660159675257e-05,4.02692598337337e-19,3.71574858347416e-17,0.252593405504245,4.6231071993509e-26,5.25574133159894e-25,0.0125526439473198,1.37188092085757e-11,0.000206196915100227,5.72419397630329e-20,2.30238491533189e-23,4.26121407926785e-20,0.00101681010324705,0.000560804520399245,0.000190690852318472,3.31080226134946e-07,1.98446097402096e-13,9.30342767766382e-07,0.110171787780069,0.000435059441184858,1.34890371923713e-22,2.0242757069245e-16,9.65809027344465e-10,8.94702570868798e-29,4.23420274834248e-11,4.1834735204864e-35,1.78013763195661e-06,9.25844315040092e-20,1.36135262347168e-07,1.1559373491634e-07,6.58738311452721e-27,5.76077767007008e-12,0.0356861416761287,3.87852551862212e-06,2.27836514535533e-28,3.61678879243361e-09,0.0016655411409614,6.56050480874314e-16,0.0457899375140523
"X149",1.09008428099775e-18,0.00560936079095717,3.33906682709342e-07,0.0613076604690831,0.0043699390464157,0.0109908798828784,0.0207771000507095,0.224646648997292,5.06278026738857e-16,7.37814175996196e-17,4.57373341091577e-12,1.10549313046663e-10,2.44101569455429e-12,0.00660588964095257,0.0213173084065758,8.33844760089286e-19,0.000264438251878594,0.150162807463143,1.47080794677636e-22,1.69392392724911e-25,1.63908765267474e-16,0.0031352173707993,4.09223409744465e-11,0.00858888659287073,0.000458351968275311,1.98046210845678e-06,4.40112789904591e-13,3.47158107475338e-10,2.09114256040114e-13,2.37949929958613e-11,6.64656093899925e-12,1.17664565974165e-09,0.327572939143223,6.96587061688309e-11,6.58513554667527e-23,2.37403936819212e-11,2.65526227181276e-09,7.1172889017053e-30,1.4233682367532e-15,8.82660922485843e-21,1.64150227875727e-14,2.08193062279817e-21,6.15829162825738e-07,4.93853971658811e-14,6.70836806130016e-14,8.47873503392769e-22,0.0169641878671471,1.5876492116008e-17,0.0036339294408594,0.0617184787838566,0.0110596644572344,8.53463548743775e-16,3.14021072482435e-43
"X109.1",0.00027457357204768,0.00109186049507982,3.0978667923412e-06,1.03022394278205e-14,0.00483776488171318,4.13891798754975e-07,3.50976687100563e-10,0.0859363223122801,0.012115533142592,0.000712675561722372,8.98569700671598e-10,4.52984231248403e-16,1.33707059186647e-23,0.0189052725958823,0.0115128729424124,0.0045817262626553,2.89062703739302e-08,0.0234316367534568,1.85564343790822e-10,7.99650591742365e-07,0.00234501154217503,0.00132597322794068,0.0594611418187634,0.0515044863976098,2.11096989186536e-10,0.00842575669992866,7.62674634909552e-10,3.86204484385705e-06,3.00725926076811e-07,6.88952295002923e-08,1.18635548612426e-06,2.66968884222119e-11,0.484832967084098,0.000147095735260907,0.00457202998941335,2.13728424407645e-08,2.41793459832016e-06,7.63466124720178e-05,2.36140990097412e-11,0.0244444376002111,6.36483819723165e-09,1.81149920620625e-10,0.000600830250178273,1.13754502991229e-07,0.0150039836091993,0.0610892374394915,2.48665606922768e-09,0.000172255183412095,0.00937891946074019,0.0219229299846841,0.000228192581094217,1.2525408954321e-11,8.24862419076974e-15
"X92",2.86128144324703e-29,5.50292188118371e-23,1.66950712546934e-11,1.49590826199858e-18,9.55207332460368e-27,1.66807357566082e-28,6.38344086663831e-60,1.93944981033076e-05,1.52082153856331e-19,4.90863756794153e-10,3.37085806351856e-42,1.06171482884096e-20,1.26354415837683e-16,1.13397887668785e-07,2.66013881536088e-19,1.87958634392358e-15,7.80926349193087e-36,1.12871630202874e-32,2.50638822687738e-17,0.000696158577104578,0.0185306834658408,3.07661839140622e-30,0.244396282705317,0.0503293677250521,2.1381429753656e-31,5.9326377408821e-18,1.14132252111065e-25,2.12924704988214e-09,2.01966628737682e-26,1.74350339408374e-14,4.34203568739719e-18,4.33035288395896e-24,0.335355074733049,0.0145438720613627,5.74978309550059e-07,1.00132098705131e-24,1.42615925447775e-23,0.000113556064076433,6.70715429448191e-14,0.0122072407912445,2.41211691813386e-12,4.04058070303843e-18,1.34044286681136e-20,1.64092099565584e-21,0.050278726005026,0.185860822103612,7.60267117374006e-20,3.71225248708585e-08,8.64951377390025e-19,7.62916481233591e-61,4.86271213875482e-33,4.25765517917431e-17,0.00790487449462122
"X161",1.40487711848333e-17,1.00766659704016e-30,4.38097079001002e-16,1.95905233160556e-07,8.5798980379395e-17,6.42897933234315e-05,1.46841876251117e-09,0.00034488351078576,4.39181597022276e-29,0.000957662497399534,3.64486319189342e-26,2.03383045768535e-09,0.123186693999851,1.17023316944233e-15,5.3515831083567e-26,3.52224043012004e-25,0.00395504798866693,0.00237271940947281,1.41373073916714e-11,1.9904853354006e-05,0.000183055829736622,1.34235386484897e-09,0.394225017585095,0.00532950254618273,5.48032430598068e-23,0.00250165809465568,0.00177190049565229,0.000633670561007858,5.27300831969942e-29,7.56464667505861e-12,1.73652787036187e-18,0.00976209600904576,0.0753817086937906,4.36262681936038e-05,1.63372547291797e-22,7.09225294256662e-11,2.59674609795665e-11,2.04430086454919e-08,3.69712337502361e-12,1.78849203381109e-13,0.0223767387136031,6.80161973668972e-33,4.3157778460946e-11,3.82916051905703e-26,0.0325209835632428,0.226809461144273,7.09311944051352e-13,2.23814006074526e-08,0.0010167321309669,2.40150065732652e-24,4.91894743180242e-07,3.42862464669292e-08,6.70475702235056e-15
"X188",3.17018687097183e-09,0.00715075499021415,6.90960972274163e-18,9.53379833614734e-13,5.29607411539259e-07,0.00888963227945914,0.00677696753343225,8.29285865248436e-08,5.26559191323825e-11,4.50395798264536e-09,0.0107066002224216,6.54442916648853e-24,0.351221434805491,2.10825598453871e-14,4.04230494751738e-11,5.07700609344207e-37,2.02677177256765e-08,2.619079349411e-11,0.00338082978380627,1.6031383563248e-20,1.55948843194452e-22,0.000851057738264643,0.293309982474764,5.41730928667469e-42,2.21904697873846e-24,0.0113332569502328,2.36002135579438e-07,6.71490252861507e-11,1.2416414242616e-18,1.73256145915655e-06,1.1473400407803e-14,2.26153923364393e-11,3.1487053351882e-12,1.5644485312707e-06,0.0218285539362874,0.00882837142005507,0.00218911772068899,3.73824354718689e-13,1.26817482629118e-07,1.05036100848005e-05,0.0094545011083703,0.0442214793082892,0.00289809007450264,5.05186113721451e-20,2.87437315811168e-05,0.0856296412774061,8.01134283273556e-24,6.38994235964835e-08,0.00927298112385083,7.1474609470612e-10,1.00212540939721e-15,5.05620411402745e-05,1.45799268782436e-21
"X172",1.43489280899399e-35,0.03856725629349,4.56575328960844e-09,2.1749230310062e-09,2.51098971846649e-10,6.58109833722369e-33,0.00736595828443443,7.49943435152939e-26,8.15850612933698e-07,5.51568442366795e-13,2.62745830867066e-05,1.07953638964416e-16,0.350166073402085,1.75551418579718e-14,6.37086601160275e-09,1.20018458614318e-19,3.25992587567691e-35,3.34964584222324e-30,3.57890002189367e-15,7.42347475506863e-29,3.16523580395276e-09,1.07428418015692e-39,0.0819489854648973,1.16379747331219e-38,2.93044746559136e-34,2.30264799101182e-37,4.24900040474652e-48,3.46814387289606e-05,1.25629280050656e-24,9.52657130099486e-06,7.85200197008298e-18,4.92556360266982e-36,0.0174094277745432,0.025119234926892,0.156321749010405,1.35273429689828e-26,3.74191975390377e-08,4.78298726959538e-33,8.48900632867894e-29,0.00628782266400597,0.00017295305735266,0.174012762488862,5.56764442078105e-05,5.83421046512859e-21,0.00618703670365151,1.01112747970075e-27,1.13938092266604e-46,3.31686078815549e-26,0.000201661238662315,3.50220217739136e-35,2.26456143071917e-21,1.02245307232432e-22,4.92691791124501e-05
"X140.2",1.04435444741177e-38,0.0379431217660881,0.00808714915114055,2.13681284872972e-27,2.60194077036893e-25,1.18379818380544e-34,0.0377200273198034,3.26277403133379e-15,4.34079146743591e-32,1.29188197999225e-27,1.46838780291708e-24,1.39930442469668e-29,0.134379307165137,1.09663118339962e-19,1.4518021362067e-24,5.72531179193914e-13,5.24482480082327e-20,1.10609840421289e-27,5.43027325311629e-29,0.00325719149334734,0.00132102712550896,4.66735133860428e-55,0.00691967210858337,4.19724262468105e-29,5.60261677048445e-47,6.94008920231182e-36,6.01837296598133e-30,1.31013169759364e-06,7.95214635993737e-34,0.00431433464945342,0.00190455697574536,2.7790471920182e-23,0.0166114301880525,0.0285102700449127,0.381256241096977,1.44247719813863e-23,5.85640658993423e-21,1.30437036388424e-33,6.0104592763039e-37,1.30998394585702e-08,3.12115269517481e-06,0.184931413797849,3.6340849654574e-06,7.865844072777e-25,8.18774506347668e-11,1.40077099098378e-30,2.71724294404248e-30,4.07381823771722e-29,0.00470836414332713,1.99400634661323e-60,0.00864312383832195,3.54231595402917e-22,4.62382591245493e-08
"X141",1.16465596389015e-09,0.0915331743962235,1.79010522640264e-23,9.24521245701259e-19,0.0260209043029945,0.0220673442788343,0.137257183789984,3.3674696980529e-16,4.50947283573932e-07,2.63403402352289e-12,2.24257758975256e-10,6.2137652403387e-16,1.85372077583054e-08,1.29924672108983e-11,5.50325087298983e-05,6.97447238160904e-26,3.25285706439779e-14,4.41261557546975e-10,0.00104158733329715,5.87525799451708e-18,3.11602469751512e-07,6.55576483119983e-12,0.0224766719349677,1.73786613353955e-19,1.6081294380872e-10,4.77435090615054e-26,0.0648845127645026,1.71144512982368e-14,0.0677506698176345,7.85700907108244e-17,5.27817269793848e-05,2.79237623173164e-07,0.00496675427895085,0.00103946539562489,0.408341155381429,9.95059172193424e-08,7.98334107108478e-12,3.48716671895537e-32,1.77740806638331e-17,1.55721534026123e-09,5.74724914689753e-14,0.0638670154873015,0.00828803499361495,5.85703345024009e-17,2.9389428034395e-16,0.0178316710189851,4.94200147453022e-22,7.92416261706793e-05,0.00191330558193553,2.96366214474142e-07,9.59948841807389e-11,5.21279939437719e-10,1.48684090517213e-17
"X189",0.0457658734662443,0.284743478067512,4.58777972871261e-74,0.0277898408268721,0.0586558918073129,4.65170434567287e-21,0.103034005802162,4.73226595194372e-36,4.84375405493805e-10,2.31856570405818e-40,7.99169033232461e-35,2.9060049593756e-18,9.44084125584727e-55,6.91093298799192e-20,9.94079111915061e-13,1.93894606617531e-26,7.33691501727498e-44,7.16060848466836e-38,7.77421801200039e-38,8.15646937616723e-54,5.46333242485443e-13,1.84762608232846e-11,0.000388918267973017,6.61015671767485e-23,3.63787214554388e-17,8.44624419322706e-42,0.0829660286052056,1.9520798625399e-21,0.194323425418649,1.7645058603227e-42,6.58607803689812e-40,2.91068287988018e-33,1.8765218345868e-34,1.83495709978177e-22,0.214350999847776,1.62153990393915e-31,4.50190158984446e-22,4.40311343360866e-64,1.61940768226145e-29,1.34871982926041e-24,3.61891421950759e-29,9.83629578209357e-38,2.15577125047026e-18,4.91480623061538e-27,3.08494801867601e-63,0.0036930590894122,3.74805087217236e-11,1.66311385029301e-26,1.07815807283693e-29,5.76192183897318e-17,4.41537648527709e-33,2.7567410250038e-23,1.92834674114702e-32
"X164",0.177622054139148,0.380889473775201,8.91735502849113e-53,4.48214513315469e-13,0.031042750494217,2.02839836686064e-26,1.1429127743565e-16,1.82464811258877e-13,1.38506674664451e-23,7.79415022086911e-26,4.42742679780085e-06,1.634755410486e-32,2.95918916681989e-32,3.41597674390339e-34,3.53311871930581e-22,1.41081124337672e-32,1.12362103509267e-24,1.56216340918096e-29,1.57261220575136e-34,7.05212017217091e-26,0.014336873916043,9.54139260697278e-41,7.28315793185434e-28,7.1720801698136e-24,2.22729717479311e-37,7.13058000261368e-21,0.00677432536327495,5.61432627942932e-06,0.223131021663877,5.28821921823714e-16,0.0143582136596154,1.21377886908799e-14,2.38130112826092e-20,1.22156046759369e-05,0.0478772588608294,1.15004185063285e-12,1.23618507600653e-08,6.31218904542088e-41,0.00373020376297293,4.48383908159254e-16,9.51634022989805e-35,1.21601836044099e-18,1.50374046755937e-26,6.1545891230316e-17,8.40076380312173e-81,0.0240850966044048,0.0640742110108441,0.0229276531240272,8.10939700261267e-17,5.29890718141303e-58,2.23530115993371e-18,2.43203311179058e-27,3.14245680064166e-10
"X149.1",0.262525684987361,0.188057079032771,2.94699678997501e-43,1.22722756801985e-66,0.00882285507551405,7.20179723264198e-28,6.09157313229747e-25,2.12321711308011e-17,1.18062495621522e-56,1.82817380323348e-15,0.00315532927138103,6.1638544155948e-26,7.75573804908306e-29,4.88511829669433e-53,5.96358712570419e-24,3.37990079689698e-55,2.45688388686685e-13,1.39496387132729e-14,1.4021474669825e-31,4.12817822951476e-26,2.32275059350393e-05,7.17644737631674e-43,9.72055530815916e-19,1.88083763436424e-39,5.66340969373964e-45,0.00166657569133983,2.43167966597431e-52,2.67321206655889e-05,0.111484807508187,2.02676830366687e-11,0.06769666763325,2.61287505655126e-05,0.0144002702935128,1.47445429138317e-11,1.568039760194e-12,4.51961644927479e-26,9.73168343857415e-62,3.12903000309364e-33,6.23722588097495e-14,3.28547614188179e-21,2.14457086961484e-38,7.87727020934194e-21,1.70239834081278e-29,5.83529603040462e-26,1.14955146805828e-100,0.022008870053358,0.0776033162829497,0.185298764892415,6.8255768649799e-07,7.28016691385685e-24,4.32392352154942e-06,1.51966462181768e-44,2.99451336327001e-38
